# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 127, 127,2127,175
 1, 1, 2,  62,  62,175,2127
 1, 2, 1, 106, 233,175,174
 1, 2, 2,  57, 119,174,175
 1, 3, 1,  15, 248,174,615
 1, 3, 2,  14, 133,615,174
 1, 4, 1,  32, 280,615,243
 1, 4, 2,  47, 180,243,615
 1, 5, 1,  31, 311,243,448
 1, 5, 2,  16, 196,448,243
 1, 6, 1,  41, 352,448,118
 1, 6, 2,  17, 213,118,448
 1, 7, 1,  16, 368,118,496
 1, 7, 2,  16, 229,496,118
 1, 8, 1,  16, 384,496,610
 1, 8, 2,   9, 238,610,496
 1, 9, 1,  17, 401,610,103
 1, 9, 2,  17, 255,103,610
 1,10, 1,   7, 408,103,614
 1,10, 2,  23, 278,614,103
 1,11, 1,  18, 426,614,613
 1,11, 2,  18, 296,613,614
 1,12, 1,  10, 436,613,104
 1,12, 2,  18, 314,104,613
 1,13, 1,  31, 467,104,758
 1,13, 2,   5, 319,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1,  28,  46,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  37,  83,196,26
 2, 3, 2, 176, 221,26,196
 2, 4, 1,  37, 120,26,193
 2, 4, 2,  40, 261,193,26
 2, 5, 1,  33, 153,193,37
 2, 5, 2,  35, 296,37,193
 2, 6, 1,  19, 172,37,152
 2, 6, 2,  25, 321,152,37
 2, 7, 1,  24, 196,152,760
 2, 7, 2,  28, 349,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  19,  19,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  29,  48,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 111,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  42, 150,470,597
 4, 3, 1,  19, 165,470,125
 4, 3, 2,  19, 169,125,470
 4, 4, 1,  30, 195,125,667
 4, 4, 2,  30, 199,667,125
 4, 5, 1,  19, 214,667,422
 4, 5, 2,  19, 218,422,667
 4, 6, 1,  37, 251,422,151
 4, 6, 2,  43, 261,151,422
 4, 7, 1,  73, 324,151,20
 4, 7, 2,  73, 334,20,151
 4, 8, 1,   7, 331,20,741
 4, 8, 2,   8, 342,741,20
 4, 9, 1,  18, 349,741,773
 4, 9, 2,  18, 360,773,741
 4,10, 1,   8, 357,773,152
 4,10, 2,   5, 365,152,773
 5, 1, 1,  91,  91,4012,510
 5, 1, 2,  91,  91,510,4012
 5, 2, 1,  45, 136,510,528
 5, 2, 2,  46, 137,528,510
 5, 3, 1,  15, 151,528,327
 5, 3, 2,  14, 151,327,528
 5, 4, 1,  15, 166,327,458
 5, 4, 2,  15, 166,458,327
 5, 5, 1,  23, 189,458,459
 5, 5, 2,  23, 189,459,458
 5, 6, 1,  87, 276,459,405
 5, 6, 2,  87, 276,405,459
 6, 1, 1,  23,  23,405,150
 6, 1, 2,  39,  39,150,405
 6, 2, 1,  23,  46,150,148
 6, 2, 2,  24,  63,148,150
 6, 3, 1,  15,  61,148,149
 6, 3, 2,  15,  78,149,148
 6, 4, 1,  73, 134,149,44
 6, 4, 2,  77, 155,44,149
 6, 5, 1,  29, 163,44,351
 6, 5, 2,  29, 184,351,44
 6, 6, 1,   8, 171,351,36
 6, 6, 2,   7, 191,36,351
 6, 7, 1,  22, 193,36,776
 6, 7, 2,  27, 218,776,36
 6, 8, 1,   7, 200,776,37
 6, 8, 2,   7, 225,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2,  45,  45,691,179
 7, 2, 1,  15,  58,691,64
 7, 2, 2,  14,  59,64,691
 7, 3, 1,  22,  80,64,65
 7, 3, 2,  23,  82,65,64
 7, 4, 1,  36, 116,65,66
 7, 4, 2,  36, 118,66,65
 7, 5, 1,   7, 123,66,750
 7, 5, 2,   4, 122,750,66
 7, 6, 1,  59, 182,750,63
 7, 6, 2,  59, 181,63,750
 7, 7, 1,  30, 212,63,67
 7, 7, 2,  31, 212,67,63
 7, 8, 1,  23, 235,67,55
 7, 8, 2,  31, 243,55,67
 7, 9, 1,  23, 258,55,61
 7, 9, 2,  24, 267,61,55
 7,10, 1,  19, 277,61,59
 7,10, 2,  28, 295,59,61
 7,11, 1,  18, 295,59,76
 7,11, 2,  24, 319,76,59
 7,12, 1,  23, 318,76,141
 7,12, 2,  22, 341,141,76
 7,13, 1,  14, 332,141,166
 7,13, 2,  18, 359,166,141
 7,14, 1,  15, 347,166,182
 7,14, 2,  14, 373,182,166
 7,15, 1,  14, 361,182,403
 7,15, 2,  19, 392,403,182
 8, 1, 1,  30,  30,81,38
 8, 1, 2,  33,  33,38,81
 8, 2, 1,  58,  88,38,280
 8, 2, 2,  65,  98,280,38
 8, 3, 1,  37, 125,280,142
 8, 3, 2,  36, 134,142,280
 8, 4, 1,  15, 140,142,126
 8, 4, 2,  21, 155,126,142
 8, 5, 1,   7, 147,126,653
 8, 5, 2,  17, 172,653,126
 8, 6, 1,  16, 163,653,35
 8, 6, 2,  14, 186,35,653
 8, 7, 1,  15, 178,35,193
 8, 7, 2, 150, 336,193,35
 9, 1, 1,  39,  39,69,494
 9, 1, 2,  38,  38,494,69
 9, 2, 1, 100, 139,494,90
 9, 2, 2,  99, 137,90,494
 9, 3, 1,  68, 207,90,630
 9, 3, 2,  69, 206,630,90
 9, 4, 1,  71, 278,630,223
 9, 4, 2,  70, 276,223,630
 9, 5, 1,  72, 350,223,224
 9, 5, 2,  72, 348,224,223
 9, 6, 1,  41, 391,224,506
 9, 6, 2,  40, 388,506,224
 9, 7, 1,  33, 424,506,41
 9, 7, 2,  32, 420,41,506
 9, 8, 1,  26, 450,41,655
 9, 8, 2,  26, 446,655,41
 9, 9, 1,  43, 493,655,443
 9, 9, 2,  43, 489,443,655
 9,10, 1,  32, 525,443,73
 9,10, 2,  32, 521,73,443
 9,11, 1,  42, 567,73,72
 9,11, 2,  43, 564,72,73
 9,12, 1,  32, 599,72,194
 9,12, 2,  32, 596,194,72
 9,13, 1,  30, 629,194,282
 9,13, 2,  30, 626,282,194
 9,14, 1,  21, 650,282,2
 9,14, 2,  21, 647,2,282
 9,15, 1,  19, 669,2,203
 9,15, 2,  21, 668,203,2
 9,16, 1,  15, 684,203,3
 9,16, 2,  15, 683,3,203
10, 1, 1,  37,  37,124,410
10, 1, 2,  38,  38,410,124
10, 2, 1,  69, 106,410,189
10, 2, 2,  70, 108,189,410
10, 3, 1,   4, 110,189,738
10, 3, 2,   8, 116,738,189
10, 4, 1,  80, 190,738,372
10, 4, 2,  79, 195,372,738
10, 5, 1,  15, 205,372,42
10, 5, 2,  15, 210,42,372
10, 6, 1,  54, 259,42,172
10, 6, 2,  55, 265,172,42
10, 7, 1, 108, 367,172,370
10, 7, 2, 110, 375,370,172
11, 1, 1,  59,  59,130,5
11, 1, 2,  59,  59,5,130
11, 2, 1,  15,  74,5,151
11, 2, 2,  14,  73,151,5
11, 3, 1,  55, 129,151,127
11, 3, 2,  54, 127,127,151
11, 4, 1,  11, 140,127,149
11, 4, 2,   7, 134,149,127
11, 5, 1,  72, 212,149,432
11, 5, 2,  73, 207,432,149
12, 1, 1,   8,   8,832,9
12, 1, 2,   7,   7,9,832
12, 2, 1,  73,  81,9,178
12, 2, 2,  72,  79,178,9
12, 3, 1,  52, 133,178,148
12, 3, 2,  53, 132,148,178
13, 1, 1,  64,  64,2,3
13, 1, 2,  57,  57,3,2
13, 2, 1, 129, 193,3,513
13, 2, 2,  19,  76,513,3
13, 3, 1, 223, 416,513,354
13, 3, 2,  30, 106,354,513
13, 4, 1, 449, 865,354,355
13, 4, 2,  30, 136,355,354
13, 5, 1,  36, 901,355,439
13, 5, 2,  30, 166,439,355
13, 6, 1,  29, 930,439,145
13, 6, 2,  25, 191,145,439
13, 7, 1,  27, 957,145,143
13, 7, 2,  16, 207,143,145
13, 8, 1,  34, 991,143,144
13, 8, 2,  32, 239,144,143
14, 1, 1,  22,  22,456,110
14, 1, 2,  22,  22,110,456
14, 2, 1, 123, 145,110,109
14, 2, 2, 123, 145,109,110
14, 3, 1,  20, 165,109,331
14, 3, 2,  19, 164,331,109
14, 4, 1,  11, 176,331,586
14, 4, 2,  12, 176,586,331
14, 5, 1,  26, 202,586,107
14, 5, 2,  25, 201,107,586
14, 6, 1,  41, 243,107,701
14, 6, 2,  41, 242,701,107
14, 7, 1,  37, 280,701,108
14, 7, 2,  37, 279,108,701
14, 8, 1,  46, 326,108,73
14, 8, 2,  46, 325,73,108
14, 9, 1,  47, 373,73,72
14, 9, 2,  47, 372,72,73
14,10, 1,  26, 399,72,132
14,10, 2,  26, 398,132,72
15, 1, 1, 149, 149,49,50
15, 1, 2,  10,  10,50,49
15, 2, 1,  46, 195,50,272
15, 2, 2,  16,  26,272,50
15, 3, 1,  69, 264,272,229
15, 3, 2,  10,  36,229,272
15, 4, 1, 233, 497,229,196
15, 4, 2,  16,  52,196,229
16, 1, 1,  19,  19,197,196
16, 1, 2,  13,  13,196,197
16, 2, 1,  31,  50,196,232
16, 2, 2,  22,  35,232,196
16, 3, 1,  23,  73,232,226
16, 3, 2,  22,  57,226,232
16, 4, 1,  34, 107,226,272
16, 4, 2,  33,  90,272,226
16, 5, 1,  14, 121,272,50
16, 5, 2,  11, 101,50,272
16, 6, 1,  22, 143,50,49
16, 6, 2,  15, 116,49,50
17, 1, 1, 106, 106,229,301
17, 1, 2, 105, 105,301,229
17, 2, 1,  23, 129,301,163
17, 2, 2,  23, 128,163,301
17, 3, 1,  33, 162,163,70
17, 3, 2,  16, 144,70,163
17, 4, 1,  67, 229,70,157
17, 4, 2,  66, 210,157,70
17, 5, 1,  48, 277,157,295
17, 5, 2,  61, 271,295,157
17, 6, 1,  11, 288,295,158
17, 6, 2,  10, 281,158,295
17, 7, 1,  13, 301,158,623
17, 7, 2,  13, 294,623,158
17, 8, 1,  15, 316,623,156
17, 8, 2,  15, 309,156,623
17, 9, 1,  37, 353,156,155
17, 9, 2,  36, 345,155,156
17,10, 1,  84, 437,155,187
17,10, 2,  84, 429,187,155
17,11, 1,  30, 467,187,599
17,11, 2,  29, 458,599,187
17,12, 1,  72, 539,599,311
17,12, 2,  72, 530,311,599
18, 1, 1,  12,  12,727,797
18, 1, 2,  11,  11,797,727
18, 2, 1, 112, 124,797,456
18, 2, 2, 112, 123,456,797
18, 3, 1,  23, 147,456,110
18, 3, 2,  23, 146,110,456
18, 4, 1,  98, 245,110,109
18, 4, 2,  99, 245,109,110
18, 5, 1,  20, 265,109,331
18, 5, 2,  19, 264,331,109
18, 6, 1,  12, 277,331,586
18, 6, 2,  12, 276,586,331
18, 7, 1,  26, 303,586,107
18, 7, 2,  26, 302,107,586
18, 8, 1,  32, 335,107,701
18, 8, 2,  33, 335,701,107
18, 9, 1,  37, 372,701,108
18, 9, 2,  36, 371,108,701
18,10, 1,   7, 379,108,594
18,10, 2,   8, 379,594,108
18,11, 1,  29, 408,594,73
18,11, 2,  29, 408,73,594
18,12, 1,  62, 470,73,72
18,12, 2,  61, 469,72,73
18,13, 1,  26, 496,72,132
18,13, 2,  26, 495,132,72
18,14, 1,  15, 511,132,194
18,14, 2,  14, 509,194,132
18,15, 1,  37, 548,194,282
18,15, 2,  37, 546,282,194
18,16, 1,  27, 575,282,2
18,16, 2,  26, 572,2,282
18,17, 1,  57, 632,2,3
18,17, 2,  58, 630,3,2
