# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 125, 125,2127,175
 1, 1, 2,  61,  61,175,2127
 1, 2, 1, 106, 231,175,174
 1, 2, 2,  52, 113,174,175
 1, 3, 1,   8, 239,174,615
 1, 3, 2,  10, 123,615,174
 1, 4, 1,  32, 271,615,243
 1, 4, 2,  16, 139,243,615
 1, 5, 1,  31, 302,243,448
 1, 5, 2,  16, 155,448,243
 1, 6, 1,  37, 339,448,118
 1, 6, 2,  17, 172,118,448
 1, 7, 1,  16, 355,118,496
 1, 7, 2,  16, 188,496,118
 1, 8, 1,  13, 368,496,610
 1, 8, 2,   9, 197,610,496
 1, 9, 1,  13, 381,610,103
 1, 9, 2,  14, 211,103,610
 1,10, 1,   7, 388,103,614
 1,10, 2,   9, 220,614,103
 1,11, 1,  18, 406,614,613
 1,11, 2,  18, 238,613,614
 1,12, 1,   9, 415,613,104
 1,12, 2,   9, 247,104,613
 1,13, 1,   7, 422,104,758
 1,13, 2,   5, 252,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1,  35,  53,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  38,  91,196,26
 2, 3, 2,  40,  85,26,196
 2, 4, 1,  37, 128,26,193
 2, 4, 2,  39, 124,193,26
 2, 5, 1,  34, 162,193,37
 2, 5, 2,  34, 158,37,193
 2, 6, 1,  21, 183,37,152
 2, 6, 2,  22, 180,152,37
 2, 7, 1,  26, 209,152,760
 2, 7, 2,  25, 205,760,152
 3, 1, 1,  19,  19,269,39
 3, 1, 2,  19,  19,39,269
 3, 2, 1,  28,  47,39,116
 3, 2, 2,  29,  48,116,39
 3, 3, 1,  63, 110,116,133
 3, 3, 2,  63, 111,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  38, 146,470,597
 4, 3, 1,  21, 167,470,125
 4, 3, 2,  19, 165,125,470
 4, 4, 1,  30, 197,125,667
 4, 4, 2,  30, 195,667,125
 4, 5, 1,  19, 216,667,422
 4, 5, 2,  18, 213,422,667
 4, 6, 1,  37, 253,422,151
 4, 6, 2,  37, 250,151,422
 4, 7, 1,  74, 327,151,20
 4, 7, 2,  72, 322,20,151
 4, 8, 1,   7, 334,20,741
 4, 8, 2,  24, 346,741,20
 4, 9, 1,  18, 352,741,773
 4, 9, 2,  18, 364,773,741
 4,10, 1,  14, 366,773,152
 4,10, 2,   5, 369,152,773
 5, 1, 1,  90,  90,4012,510
 5, 1, 2,  91,  91,510,4012
 5, 2, 1,  45, 135,510,528
 5, 2, 2,  45, 136,528,510
 5, 3, 1,  16, 151,528,327
 5, 3, 2,  14, 150,327,528
 5, 4, 1,  16, 167,327,458
 5, 4, 2,  14, 164,458,327
 5, 5, 1,  23, 190,458,459
 5, 5, 2,  22, 186,459,458
 5, 6, 1,  87, 277,459,405
 5, 6, 2,  87, 273,405,459
 6, 1, 1,  23,  23,405,150
 6, 1, 2,  23,  23,150,405
 6, 2, 1,  23,  46,150,148
 6, 2, 2,  23,  46,148,150
 6, 3, 1,  17,  63,148,149
 6, 3, 2,  21,  67,149,148
 6, 4, 1,  73, 136,149,44
 6, 4, 2,  73, 140,44,149
 6, 5, 1,  29, 165,44,351
 6, 5, 2,  29, 169,351,44
 6, 6, 1,  11, 176,351,36
 6, 6, 2,   7, 176,36,351
 6, 7, 1,  22, 198,36,776
 6, 7, 2,  23, 199,776,36
 6, 8, 1,   7, 205,776,37
 6, 8, 2,   7, 206,37,776
 7, 1, 1,  43,  43,179,691
 7, 1, 2,  44,  44,691,179
 7, 2, 1,  17,  60,691,64
 7, 2, 2,  14,  58,64,691
 7, 3, 1,  22,  82,64,65
 7, 3, 2,  22,  80,65,64
 7, 4, 1,  36, 118,65,66
 7, 4, 2,  36, 116,66,65
 7, 5, 1,  14, 132,66,750
 7, 5, 2,   4, 120,750,66
 7, 6, 1,  59, 191,750,63
 7, 6, 2,  58, 178,63,750
 7, 7, 1,  30, 221,63,67
 7, 7, 2,  30, 208,67,63
 7, 8, 1,  23, 244,67,55
 7, 8, 2,  23, 231,55,67
 7, 9, 1,  23, 267,55,61
 7, 9, 2,  23, 254,61,55
 7,10, 1,  21, 288,61,59
 7,10, 2,  20, 274,59,61
 7,11, 1,  18, 306,59,76
 7,11, 2,  20, 294,76,59
 7,12, 1,  22, 328,76,141
 7,12, 2,  22, 316,141,76
 7,13, 1,  14, 342,141,166
 7,13, 2,  16, 332,166,141
 7,14, 1,  16, 358,166,182
 7,14, 2,  14, 346,182,166
 7,15, 1,  14, 372,182,403
