# Route,Link,Direction,STT,AccSTT,TCS1,TCS2
 1, 1, 1, 129, 129,2127,175
 1, 1, 2,  62,  62,175,2127
 1, 2, 1, 107, 236,175,174
 1, 2, 2,  61, 123,174,175
 1, 3, 1,   8, 244,174,615
 1, 3, 2,  17, 140,615,174
 1, 4, 1,  32, 276,615,243
 1, 4, 2,  16, 156,243,615
 1, 5, 1,  31, 307,243,448
 1, 5, 2,  16, 172,448,243
 1, 6, 1,  44, 351,448,118
 1, 6, 2,  17, 189,118,448
 1, 7, 1,  16, 367,118,496
 1, 7, 2,  16, 205,496,118
 1, 8, 1,  20, 387,496,610
 1, 8, 2,   9, 214,610,496
 1, 9, 1,  56, 443,610,103
 1, 9, 2,  17, 231,103,610
 1,10, 1,   7, 450,103,614
 1,10, 2,  15, 246,614,103
 1,11, 1,  18, 468,614,613
 1,11, 2,  18, 264,613,614
 1,12, 1,  10, 478,613,104
 1,12, 2,   9, 273,104,613
 1,13, 1,  23, 501,104,758
 1,13, 2,   5, 278,758,104
 2, 1, 1,  18,  18,356,183
 2, 1, 2,  18,  18,183,356
 2, 2, 1,  27,  45,183,196
 2, 2, 2,  27,  45,196,183
 2, 3, 1,  37,  82,196,26
 2, 3, 2,  63, 108,26,196
 2, 4, 1,  37, 119,26,193
 2, 4, 2,  45, 153,193,26
 2, 5, 1,  33, 152,193,37
 2, 5, 2,  36, 189,37,193
 2, 6, 1,  19, 171,37,152
 2, 6, 2,  24, 213,152,37
 2, 7, 1,  24, 195,152,760
 2, 7, 2,  28, 241,760,152
 3, 1, 1,  17,  17,269,39
 3, 1, 2,  20,  20,39,269
 3, 2, 1,  28,  45,39,116
 3, 2, 2,  29,  49,116,39
 3, 3, 1,  64, 109,116,133
 3, 3, 2,  63, 112,133,116
 4, 1, 1, 109, 109,515,597
 4, 1, 2, 108, 108,597,515
 4, 2, 1,  37, 146,597,470
 4, 2, 2,  38, 146,470,597
 4, 3, 1,  19, 165,470,125
 4, 3, 2,  18, 164,125,470
 4, 4, 1,  30, 195,125,667
 4, 4, 2,  32, 196,667,125
 4, 5, 1,  19, 214,667,422
 4, 5, 2,  19, 215,422,667
 4, 6, 1,  37, 251,422,151
 4, 6, 2,  47, 262,151,422
 4, 7, 1,  72, 323,151,20
